,To_0,To_1,To_2,To_3,To_4,To_5,To_6,To_7,To_8,To_9,To_10,To_11,To_12,To_13,To_14,To_15,To_16,To_17,To_18,To_19,To_20,To_21,To_22,To_23,To_24,To_25,To_26,To_27,To_28,To_29,To_30,To_31,To_32,To_33,To_34,To_35,To_36,To_37,To_38,To_39,To_40,To_41,To_42,To_43,To_44,To_45,To_46,To_47,To_48,To_49,To_50,To_51,To_52,To_53,To_54,To_55,To_56,To_57,To_58,To_59,To_60,To_61,To_62,To_63,To_64,To_65,To_66,To_67,To_68,To_69,To_70,To_71,To_72,To_73,To_74,To_75,To_76,To_77,To_78,To_79,To_80,To_81,To_82,To_83,To_84,To_85,To_86,To_87,To_88,To_89
From_18,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,5,4,0,4,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,4,0,1,0,0,0,0,0,0,1,0,0,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
From_19,0,0,1,0,0,0,2,0,2,0,1,2,0,0,0,0,0,0,6,107,50,12,10,17,2,1,1,0,1,1,3,7,0,2,1,4,1,3,0,0,4,0,2,0,2,2,0,0,3,1,2,6,2,1,16,4,0,3,0,0,1,1,0,1,12,0,0,1,11,0,4,1,5,1,0,1,0,0,0,0,10,1,0,1,3,0,1,7,4,1
From_20,0,0,0,0,0,2,0,1,0,0,2,2,1,0,1,0,0,0,6,65,79,17,36,10,1,5,0,0,10,0,12,14,1,0,2,15,0,1,0,1,2,1,1,0,1,0,2,0,1,3,13,17,4,18,21,18,0,21,3,1,0,2,1,3,7,0,0,0,18,2,17,0,16,2,0,0,1,1,1,0,45,2,1,8,2,0,23,6,1,0
From_21,1,0,0,1,0,0,0,0,0,1,1,2,1,0,1,0,0,0,0,7,23,27,11,3,0,0,1,0,4,1,5,3,3,5,0,3,0,1,0,1,2,1,4,0,2,0,0,0,3,7,7,8,2,9,7,12,1,11,1,0,0,1,2,0,1,0,1,0,10,2,8,1,7,4,0,4,0,1,2,0,11,0,3,2,0,0,9,4,0,0
From_22,0,0,0,0,0,2,0,2,1,0,3,3,2,0,1,0,0,0,3,17,40,11,77,2,0,1,0,0,2,1,2,4,1,6,2,4,0,1,1,2,1,2,7,1,10,1,2,0,3,6,14,8,1,8,14,13,0,32,10,0,1,3,0,2,2,0,0,0,22,0,6,0,14,12,2,0,0,0,3,0,10,8,2,3,5,2,5,1,1,1
From_23,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,15,12,3,5,4,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,2,6,0,1,0,0,0,0,0,0,2,0,0,2,1,0,2,0,0,2,0,0,0,0,0,0,3,0,0,2,0,0,4,0,0,0
From_24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
From_25,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
From_26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
From_27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
From_28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,5,0,0,0,3,0,0,0
From_29,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,2,3,3,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0
From_30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,4,0,0,1,0,0,0,1,10,1,1,3,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,5,1,0,7,0,2,0,14,0,0,4,1,2,0,0,0,0,0,2,0,6,2,2,2,1,3,3,1,0,0,9,1,1,2,2,0,13,3,0,0
From_31,1,0,0,0,0,1,0,0,1,1,2,1,0,0,0,0,0,0,0,11,10,3,6,3,0,1,0,0,0,0,0,16,3,13,1,6,1,1,0,1,0,0,0,0,1,1,0,0,2,3,1,3,1,2,5,5,1,0,0,0,0,2,0,5,0,0,0,0,0,2,4,2,5,3,0,0,0,0,5,0,2,2,1,2,0,0,2,0,0,0
From_32,0,0,0,0,0,2,0,0,0,0,1,6,2,0,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,1,7,1,6,0,3,0,0,0,0,0,1,0,0,0,1,3,0,0,2,1,3,0,0,0,0,0,0,8,1,0,2,1,0,1,0,1,0
From_33,0,0,0,0,0,3,0,2,0,0,0,4,2,0,2,0,0,0,0,3,1,6,4,2,0,0,0,0,0,0,4,3,1,83,2,0,0,0,0,0,1,0,4,1,0,0,0,0,0,0,0,0,3,11,1,8,0,9,1,0,1,1,0,1,1,0,8,1,4,0,4,3,32,12,1,5,1,0,3,0,3,6,4,1,10,0,4,0,0,0
From_34,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,9,0,1,1,0,0,0,0,0,0,1,6,0,4,6,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,1,1,7,4,0,0,0,0,0,0,0,7,4,0,7,1,0,3,0,0,0
From_35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,2,5,3,0,1,0,0,1,0,1,3,0,2,0,6,0,0,0,0,1,1,2,0,1,0,1,0,0,0,4,2,0,1,1,2,0,3,0,0,1,0,2,0,0,0,0,0,1,0,7,2,19,0,0,0,0,0,0,0,6,1,0,1,0,0,5,0,0,0
From_36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
From_37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0
From_38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
From_39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,5,0,2,9,0,0,0,0,18,1,0,2,0,1,0,0,0,0,0,0,1,0,0,0,3,1,19,0,0,1,1,0,0,0,0,0,0,1,6,1,2,2,2,0,3,1,4,0,0,3,1,2,1,24,0,9,0,0,0
From_40,0,0,0,1,0,1,0,1,0,1,2,0,0,0,0,0,0,0,0,3,3,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,3,0,0,0,1,1,0,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
From_41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
From_42,0,0,0,1,0,1,0,0,0,0,0,5,3,0,6,0,0,0,0,0,5,4,8,0,1,0,0,0,0,0,0,1,2,3,1,0,0,0,0,6,2,0,4,2,3,0,0,0,0,0,3,3,0,7,1,8,2,6,8,0,0,2,0,0,0,0,0,0,1,0,0,2,7,14,0,2,0,3,2,0,7,0,1,1,0,0,2,0,0,0
From_43,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,3,4,3,0,1,0,0,0,2,2,0,0,3,1,0,4,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,1,2,0,0,0,0,2,0,0,0
From_44,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,16,8,0,0,0,0,0,2,2,0,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6,1,0,0,2,0,0,0,0,0,1,0,7,0,0,0,0,0
From_45,0,0,1,0,0,0,0,1,0,0,0,3,0,0,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
From_46,0,0,0,0,0,1,0,0,1,0,2,2,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
From_47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
From_48,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,4,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,2,1,3,1,3,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0
From_49,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,7,2,2,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,1,1,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0
From_50,1,0,0,0,0,0,0,2,1,2,4,1,0,0,0,0,0,0,1,5,9,8,18,3,0,1,0,1,0,1,1,1,2,1,1,2,0,0,0,0,1,0,2,0,2,0,1,0,1,6,36,9,2,9,14,11,1,4,1,0,0,0,3,0,4,0,0,0,8,1,4,1,6,9,1,7,0,1,3,0,6,1,0,2,0,0,4,3,1,0
From_51,0,1,0,1,0,1,0,2,1,1,2,0,0,0,0,0,0,0,1,4,25,12,8,0,0,0,0,0,0,1,0,6,0,1,0,1,0,0,0,0,2,0,1,0,0,0,0,0,1,3,8,11,1,4,9,5,1,6,0,0,0,0,0,0,6,0,0,0,39,0,0,2,1,3,0,8,0,0,0,0,13,1,0,0,0,0,1,1,0,0
From_52,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,3,1,2,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,3,1,2,0,0,3,0,2,0,0,0,0,0,0,1,0,0,0,1,1,2,0,1,4,1,1,0,0,2,0,7,0,0,0,0,0,3,0,0,0
From_53,0,0,0,1,0,1,0,0,0,0,0,3,3,0,2,0,0,0,0,2,21,10,11,2,1,0,0,0,2,1,7,6,5,14,2,2,1,0,0,1,1,1,9,0,0,0,0,0,2,0,13,3,10,136,3,8,2,18,1,0,1,3,2,0,0,0,0,1,9,2,17,2,47,12,3,13,0,7,12,0,48,2,0,9,4,0,36,0,0,0
From_54,1,0,0,0,0,0,0,1,1,1,5,0,1,0,1,0,0,0,4,11,16,7,14,4,2,1,0,0,1,0,1,6,0,3,0,6,0,0,0,0,1,0,4,0,3,1,0,0,1,0,9,9,0,3,24,9,0,3,1,0,0,0,1,0,9,0,0,0,21,0,1,1,4,0,2,5,0,0,0,0,3,0,1,0,0,0,2,0,0,0
From_55,1,1,0,0,0,2,0,1,6,0,0,3,1,1,2,0,1,0,3,7,18,7,22,6,1,1,0,1,3,2,2,5,3,8,3,2,0,0,0,4,4,2,6,0,0,1,0,0,2,2,9,4,2,17,10,37,2,13,0,0,0,2,1,0,1,1,0,0,14,0,2,3,8,9,1,0,2,0,3,0,13,4,1,0,0,1,8,1,1,0
From_56,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,1,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0
From_57,0,0,1,0,0,1,0,0,0,0,1,3,7,0,0,0,0,0,3,5,17,6,28,1,0,0,0,0,0,2,7,4,0,7,1,5,0,2,0,10,4,0,8,7,0,0,0,0,1,2,8,4,1,25,5,9,1,82,3,0,1,3,1,0,0,0,0,0,8,5,20,9,17,11,1,3,4,15,6,0,10,5,5,13,49,0,16,0,1,0
From_58,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,2,0,1,0,0,0
From_59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
From_60,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,0,0,0,0,0,0,2,0,1,3,0,0,0,0,0,0
From_61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1,0,0,2,1,4,0,2,0,0,0,1,0,0,0,0,0,0,4,0,0,0,1,1,3,0,0,0,1,0,2,2,0,0,0,0,4,2,0,0
From_62,1,1,0,0,0,3,0,0,3,0,2,0,0,0,0,0,0,0,1,0,1,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,2,0,0,1,0,3,0,6,0,0,0,0,4,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
From_63,0,5,0,0,0,1,24,17,0,0,1,0,0,0,0,0,0,19,0,1,3,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,6,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
From_64,63,0,0,0,0,8,4,0,2,0,1,1,2,0,0,0,0,1,1,18,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,4,3,0,1,11,0,0,1,0,0,0,0,0,0,13,2,0,0,6,0,0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
From_65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
From_66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,13,1,0,0,0,0,0,0
From_67,0,0,0,0,0,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
From_68,3,3,21,0,0,1,0,21,3,6,1,26,4,0,12,0,0,0,2,7,15,12,16,0,0,0,1,0,4,1,0,1,6,1,1,3,1,0,0,0,1,0,3,0,1,2,1,0,0,0,13,16,2,16,5,13,0,4,0,0,0,3,2,3,1,0,0,2,70,1,2,0,6,21,1,5,1,0,1,0,56,2,23,3,0,0,8,0,0,0
From_69,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,1,1,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,22,4,2,1,0,0,0,0,3,0,1,0,1,2,0,0,1,0,0,0
From_70,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5,20,17,17,0,0,0,0,0,0,2,14,5,6,12,1,18,1,0,0,4,1,1,2,1,0,1,0,0,2,0,5,3,1,20,3,3,1,11,0,0,0,1,0,1,0,0,0,0,8,5,68,6,30,15,0,1,0,4,9,1,35,5,2,9,1,2,20,0,0,0
From_71,0,0,0,0,0,0,0,1,0,0,0,2,1,0,8,0,0,0,0,0,2,1,4,0,0,0,0,0,0,0,1,7,1,12,2,3,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,14,10,6,1,1,0,0,1,4,0,0,0,1,1,0,1,1,0,0,0
