Parent_ID,Parent_Name,Topics,Child_Left_ID,Child_Left_Name,Child_Right_ID,Child_Right_Name,Distance
49,production_gas_customers_growth_knowledge,"[1, 3, 10, 13, 17, 21, 33, 37, 38]",33,fleet_deliveries_delivery_lease_delivered,48,production_gas_customers_growth_knowledge,0.5692879823635126
48,production_gas_customers_growth_knowledge,"[1, 3, 10, 13, 17, 21, 37, 38]",47,customers_knowledge_growth_product_customer,44,gas_production_pipeline_day_project,0.5546320225841984
47,customers_knowledge_growth_product_customer,"[1, 3, 13, 21, 37, 38]",46,customers_knowledge_growth_product_customer,1,clinical_phase_medical_treatment_hospital,0.47944112485169876
46,customers_knowledge_growth_product_customer,"[3, 13, 21, 37, 38]",13,customers_customer_clients_bookings_growth,43,knowledge_customers_growth_product_markets,0.4782202794374547
45,statements_forward looking_looking_forward_projections,"[12, 15, 23]",39,statements_forward looking_looking_forward_publicly,23,risks_risk_caution_uncertainty_assumptions,0.46978842872817594
44,gas_production_pipeline_day_project,"[10, 17]",10,production_producing_12_years_development,17,oil_production_fuel_supply_gas,0.45030202725331825
43,knowledge_customers_growth_product_markets,"[3, 21, 37, 38]",38,growth rate_growth_production_bit_increasing,42,customers_growth_knowledge_product_markets,0.43917945933979985
42,customers_growth_knowledge_product_markets,"[3, 21, 37]",40,customers_growth_knowledge_product_markets,37,manufacturing_production_transportation_industry_demand,0.43621247367975113
41,million_expenses_ebitda_quarter_gaap,"[0, 2]",2,earnings share_earnings_net income_shares_income,0,gross margin_margin_margins_earnings_adjusted ebitda,0.41732443562651855
40,customers_growth_knowledge_product_markets,"[3, 21]",21,video_communications_technologies_channel_network,3,customers_customer_marketing_clients_consumers,0.414724162236212
39,statements_forward looking_looking_forward_publicly,"[12, 15]",15,obligations_update_updates_forward looking_forward,12,litigation_statements_forward looking_securities_discussed,0.3770792391631711
